0	 0.000732	 -0.001953	 0.061069	
1	 0.002686	 0.004150	 0.106870	
2	 -0.002197	 0.004639	 0.000000	
3	 -0.001221	 0.004150	 -0.068702	
4	 0.003418	 0.002930	 -0.053435	
5	 -0.000488	 -0.000244	 -0.076336	
6	 -0.003418	 -0.002441	 0.068702	
7	 0.004395	 0.003174	 0.122137	
8	 -0.002930	 -0.004883	 0.022901	
9	 -0.004883	 0.003418	 -0.045802	
10	 -0.000732	 0.000977	 0.099237	
11	 0.000977	 0.000244	 -0.022901	
12	 -0.002441	 -0.001709	 -0.022901	
13	 0.001221	 0.000488	 0.007634	
14	 -0.001465	 -0.003418	 -0.045802	
15	 -0.003418	 -0.003662	 -0.083969	
16	 0.001465	 0.001221	 0.076336	
17	 -0.000244	 0.000488	 0.099237	
18	 0.000244	 0.001709	 -0.061069	
19	 0.000977	 -0.000244	 0.000000	
20	 0.003174	 -0.000732	 -0.114504	
21	 -0.003662	 -0.006592	 0.114504	
22	 0.001465	 -0.003174	 -0.061069	
23	 0.002441	 0.002441	 -0.061069	
24	 -0.000244	 0.002197	 -0.076336	
25	 0.000488	 -0.002197	 -0.061069	
26	 -0.002197	 0.003418	 0.015267	
27	 -0.000977	 -0.006592	 -0.106870	
28	 0.003418	 -0.001709	 0.221374	
29	 0.005859	 -0.002197	 -0.099237	
30	 -0.001709	 0.000000	 0.015267	
31	 0.002197	 -0.001953	 -0.038168	
32	 0.003906	 -0.003662	 -0.038168	
33	 -0.003906	 0.000244	 0.099237	
34	 -0.005859	 0.000732	 0.160305	
35	 -0.003174	 0.002441	 0.022901	
1126913089	 3381.017822	 0.000000	 0.000000	
38	 -0.000977	 -0.000732	 -0.053435	
39	 0.000488	 -0.001953	 0.007634	
40	 -0.004639	 0.001465	 0.061069	
41	 -0.004150	 -0.003906	 -0.022901	
42	 -0.003662	 0.000977	 0.076336	
43	 0.000488	 -0.002441	 0.106870	
44	 -0.001709	 -0.001221	 -0.045802	
45	 0.002441	 -0.001709	 -0.015267	
46	 -0.004639	 0.001465	 -0.038168	
47	 -0.000488	 0.000732	 0.076336	
48	 0.000732	 0.002930	 0.145038	
49	 0.006104	 0.000488	 -0.007634	
50	 -0.002686	 -0.004883	 0.083969	
51	 0.005859	 0.000244	 -0.160305	
52	 -0.002930	 0.002197	 0.007634	
53	 0.004883	 -0.004395	 0.007634	
54	 -0.004883	 -0.006104	 -0.091603	
55	 -0.003662	 0.003906	 0.061069	
56	 0.002930	 0.000732	 0.068702	
57	 0.004883	 0.000488	 -0.076336	
58	 -0.003174	 -0.002441	 -0.061069	
59	 0.000488	 0.000488	 -0.022901	
60	 0.006592	 -0.002197	 0.251908	
61	 -0.004883	 -0.002441	 0.053435	
62	 0.001709	 0.000000	 0.122137	
63	 -0.002686	 -0.000488	 0.099237	
64	 -0.001465	 -0.006836	 -0.122137	
65	 0.006592	 0.000244	 0.099237	
66	 -0.004150	 -0.000732	 -0.053435	
67	 0.000732	 -0.002686	 0.076336	
68	 0.007080	 -0.001221	 -0.007634	
69	 -0.001465	 -0.006104	 -0.061069	
70	 -0.001465	 -0.001221	 0.015267	
71	 -0.004639	 -0.000732	 0.160305	
72	 -0.003174	 0.003906	 0.030534	
73	 -0.001221	 0.000244	 -0.076336	
74	 -0.000732	 -0.000732	 -0.068702	
75	 0.000732	 -0.001953	 -0.022901	
76	 -0.001465	 -0.000488	 0.076336	
77	 -0.005127	 0.000977	 0.114504	
78	 -0.002441	 0.002930	 0.000000	
79	 0.007080	 0.001709	 -0.091603	
80	 -0.000244	 -0.001709	 0.244275	
81	 0.007812	 -0.016113	 -0.236641	
82	 -0.000244	 -0.004395	 0.015267	
83	 0.003418	 0.006836	 0.503817	
84	 0.002197	 -0.010254	 -0.030534	
85	 -0.013184	 -0.010010	 -0.206107	
86	 0.001953	 0.013916	 0.358779	
87	 0.000000	 0.004395	 0.053435	
88	 0.000000	 0.006348	 -0.076336	
89	 0.000977	 0.000732	 0.022901	
90	 -0.004639	 0.005371	 -0.114504	
91	 0.000732	 -0.012939	 -0.099237	
92	 0.001221	 0.000977	 0.000000	
93	 0.048584	 0.098145	 -0.610687	
94	 0.007080	 -0.009033	 -0.213740	
95	 0.031006	 0.000488	 -0.916031	
96	 0.004150	 -0.011230	 0.030534	
97	 0.010742	 -0.001221	 -0.007634	
98	 0.003174	 -0.004639	 0.099237	
99	 -0.004639	 -0.002197	 -0.022901	
100	 0.001221	 -0.002197	 0.267176	
101	 0.004150	 0.001221	 -0.038168	
102	 -0.000732	 0.000488	 0.045802	
103	 -0.001221	 -0.005127	 0.061069	
104	 0.004150	 -0.002197	 0.007634	
105	 0.007812	 0.000732	 0.007634	
106	 0.003906	 0.000977	 0.099237	
107	 0.002686	 -0.002197	 -0.083969	
108	 0.000488	 -0.002930	 0.015267	
109	 -0.000244	 0.006104	 0.122137	
110	 0.000977	 0.001465	 0.015267	
111	 0.003662	 0.003174	 0.053435	
112	 -0.001465	 -0.006592	 -0.007634	
113	 0.002441	 -0.004395	 -0.068702	
114	 0.003662	 -0.003174	 0.122137	
115	 0.000732	 -0.000244	 0.045802	
116	 0.003174	 -0.002197	 -0.137405	
117	 -0.025146	 -0.015381	 -1.061069	
118	 -0.011719	 0.002197	 0.022901	
119	 -0.002441	 -0.000977	 0.198473	
120	 0.005127	 0.001221	 0.083969	
121	 0.003662	 -0.003906	 0.137405	
122	 -0.005859	 -0.003418	 0.129771	
123	 -0.005859	 0.002930	 0.068702	
124	 0.000244	 0.001709	 -0.076336	
125	 0.003174	 -0.002686	 0.045802	
126	 0.005371	 -0.004150	 -0.106870	
127	 0.003174	 -0.004639	 0.053435	
128	 0.001953	 -0.001953	 0.061069	
129	 0.006592	 -0.002930	 0.000000	
130	 0.008789	 -0.000977	 0.007634	
131	 0.000488	 -0.001953	 0.038168	
132	 0.000977	 -0.001709	 -0.045802	
133	 0.007812	 -0.000977	 0.038168	
134	 0.008789	 -0.002197	 -0.099237	
135	 -0.001465	 0.000977	 0.099237	
136	 -0.002441	 -0.002686	 0.038168	
137	 0.000488	 -0.000977	 -0.053435	
138	 0.000732	 0.000732	 0.106870	
139	 0.010498	 -0.005127	 -0.015267	
140	 0.003418	 -0.007080	 -0.068702	
141	 0.005615	 -0.006348	 -0.038168	
142	 0.000488	 0.001953	 0.061069	
143	 0.000977	 0.001465	 0.076336	
144	 0.003662	 -0.000732	 0.083969	
145	 -0.000977	 -0.006104	 0.145038	
146	 -0.001709	 -0.004395	 0.045802	
147	 0.000244	 -0.005371	 0.076336	
148	 0.003906	 -0.002441	 0.068702	
149	 -0.001953	 -0.005859	 -0.076336	
150	 0.000000	 -0.002686	 -0.045802	
151	 -0.002197	 -0.002197	 -0.022901	
152	 -0.001221	 0.000488	 -0.045802	
153	 -0.003418	 -0.003418	 -0.022901	
154	 0.000000	 -0.004883	 -0.175573	
155	 0.022461	 -0.001953	 -0.053435	
156	 0.002197	 0.001953	 -0.061069	
157	 0.005859	 -0.005859	 -0.007634	
158	 0.013428	 -0.000732	 0.022901	
159	 0.008545	 0.002930	 -0.007634	
160	 0.001953	 0.000488	 0.099237	
161	 0.003662	 -0.001221	 0.183206	
162	 0.003662	 -0.004883	 -0.022901	
163	 -0.003174	 -0.000977	 0.099237	
164	 -0.000977	 -0.001221	 0.106870	
165	 0.001709	 -0.002197	 -0.015267	
166	 0.000000	 -0.003174	 0.083969	
167	 -0.001953	 -0.005859	 0.236641	
168	 -0.002441	 -0.002441	 0.022901	
169	 -0.000732	 0.000000	 0.045802	
170	 0.002930	 0.000732	 0.129771	
171	 -0.004150	 -0.001221	 0.030534	
172	 -0.004639	 -0.002441	 -0.038168	
173	 0.002686	 -0.000732	 -0.137405	
174	 0.010986	 0.022217	 0.213740	
175	 0.005615	 -0.004883	 0.175573	
176	 -0.005615	 0.001953	 -0.045802	
177	 0.000488	 -0.002441	 -0.007634	
178	 -0.001465	 -0.005371	 0.114504	
179	 -0.005127	 0.001465	 0.061069	
180	 -0.010742	 0.000244	 -0.068702	
181	 0.000244	 -0.000244	 0.053435	
182	 0.028320	 0.002197	 0.000000	
183	 -0.001953	 0.011230	 -0.030534	
184	 0.019531	 0.000732	 0.106870	
185	 0.000488	 -0.007080	 0.076336	
186	 -0.004395	 -0.001465	 0.022901	
187	 0.040527	 -0.018799	 0.083969	
188	 0.134033	 0.022217	 -1.664122	
189	 0.023682	 0.018311	 0.893130	
190	 0.142090	 0.060791	 1.145038	
