151465	 5449	 0.009766	 -0.002197	 0.068702	
151485	 5450	 0.011719	 0.004150	 0.213740	
151505	 5451	 0.012451	 -0.002686	 0.099237	
151525	 5452	 0.007812	 -0.001465	 0.030534	
151545	 5453	 0.003906	 -0.001465	 0.183206	
151565	 5454	 0.003662	 0.000488	 -0.122137	
151585	 5455	 0.009766	 -0.003174	 -0.068702	
151605	 5456	 0.009033	 0.000488	 -0.053435	
151625	 5457	 0.011719	 0.000488	 0.129771	
151645	 5458	 0.008057	 -0.009033	 0.015267	
151665	 5459	 0.006104	 0.005615	 0.000000	
151685	 5460	 0.008057	 -0.007568	 -0.015267	
151705	 5461	 0.006592	 -0.002930	 0.076336	
151725	 5462	 0.009521	 0.002441	 0.068702	
151745	 5463	 0.002686	 -0.005371	 -0.152672	
151766	 5464	 0.006592	 0.003418	 0.083969	
151786	 5465	 0.003906	 -0.000488	 -0.015267	
151806	 5466	 0.012695	 0.002930	 -0.053435	
151826	 5467	 0.004395	 0.001709	 0.061069	
151846	 5468	 0.008545	 0.005859	 0.030534	
151866	 5469	 0.006104	 0.003662	 0.015267	
151886	 5470	 0.014404	 -0.002197	 0.038168	
151906	 5471	 0.007568	 0.005127	 0.045802	
151926	 5472	 0.007080	 0.002441	 -0.129771	
151946	 5473	 0.008301	 0.002441	 -0.122137	
151966	 5474	 0.008301	 -0.003418	 0.122137	
151986	 5475	 0.009277	 0.000000	 0.068702	
152006	 5476	 0.007324	 -0.000488	 0.007634	
152026	 5477	 0.013428	 -0.000732	 0.015267	
152046	 5478	 0.009766	 0.000732	 0.053435	
152066	 5479	 0.002686	 -0.000488	 0.045802	
152086	 5480	 0.012207	 0.000488	 0.007634	
152107	 5481	 0.007324	 0.005615	 0.045802	
152127	 5482	 0.006104	 0.001709	 0.053435	
152147	 5483	 0.012939	 -0.001953	 -0.122137	
152167	 5484	 0.004883	 0.000732	 -0.099237	
152187	 5485	 0.008057	 -0.000488	 0.007634	
152207	 5486	 0.007812	 -0.000244	 -0.030534	
152227	 5487	 0.003906	 -0.001709	 -0.007634	
152247	 5488	 0.011719	 0.005127	 -0.183206	
152267	 5489	 0.006348	 -0.003906	 0.007634	
152287	 5490	 0.006104	 0.001465	 -0.022901	
152307	 5491	 0.007080	 -0.001709	 -0.091603	
152327	 5492	 0.005859	 0.002441	 0.022901	
152347	 5493	 0.005127	 0.004883	 0.076336	
