564398	 26884	 0.001465	 -0.009033	 -0.167939	
564416	 26885	 -0.000977	 -0.002930	 -0.129771	
564434	 26886	 0.003174	 -0.009521	 0.137405	
564453	 26887	 0.005127	 -0.006592	 0.015267	
564472	 26888	 -0.000244	 -0.007568	 -0.038168	
564491	 26889	 0.002686	 -0.001953	 0.000000	
564509	 26890	 -0.000732	 -0.001221	 -0.022901	
564528	 26891	 0.006836	 -0.005859	 -0.114504	
564547	 26892	 0.004639	 -0.008301	 -0.022901	
564566	 26893	 0.004150	 -0.005127	 0.083969	
564584	 26894	 0.006104	 -0.002930	 -0.083969	
564603	 26895	 0.000977	 -0.001953	 0.038168	
564622	 26896	 0.000732	 -0.009277	 0.030534	
564640	 26897	 0.000488	 -0.006104	 0.000000	
564659	 26898	 0.002686	 0.000488	 -0.091603	
564678	 26899	 0.006592	 -0.003174	 0.061069	
564697	 26900	 -0.000732	 -0.003906	 -0.068702	
564715	 26901	 -0.001953	 -0.006592	 -0.076336	
564733	 26902	 0.005859	 -0.004639	 0.152672	
564753	 26903	 -0.003174	 -0.001953	 0.022901	
564771	 26904	 0.002441	 -0.009277	 0.068702	
564790	 26905	 -0.001465	 -0.003662	 -0.030534	
564809	 26906	 0.101562	 0.060303	 -0.748092	
564828	 26907	 1.246582	 0.026367	 2.206107	
564846	 26908	 1.497559	 0.128662	 12.198473	
564865	 26909	 0.565186	 -0.154785	 4.557252	
564884	 26910	 1.683350	 -0.434326	 5.496183	
564902	 26911	 0.625488	 -0.642822	 11.312977	
564921	 26912	 0.980713	 -0.078613	 8.801527	
564939	 26913	 1.112793	 -0.772705	 4.770992	
564959	 26914	 0.818359	 -0.212158	 9.183207	
564977	 26915	 0.533691	 -0.481689	 11.312977	
564996	 26916	 0.632080	 0.616943	 12.328244	
565015	 26917	 0.619629	 0.179443	 17.175573	
565033	 26918	 0.232910	 0.042236	 9.282443	
565052	 26919	 0.182861	 -0.011719	 7.557252	
565070	 26920	 -0.440674	 0.693604	 4.648855	
565090	 26921	 -0.240723	 -0.360352	 6.038168	
565108	 26922	 0.050049	 -0.237549	 3.885496	
565127	 26923	 0.082764	 0.349121	 13.916031	
565146	 26924	 0.740234	 -0.138184	 19.679390	
565165	 26925	 0.230225	 -0.359619	 5.389313	
565183	 26926	 0.647217	 0.249023	 9.908397	
565202	 26927	 -0.633789	 -0.498047	 20.839695	
565221	 26928	 0.194336	 -0.679199	 3.030534	
565239	 26929	 0.286377	 0.370117	 8.206107	
565258	 26930	 0.545410	 -0.668701	 10.007633	
565277	 26931	 0.036621	 -0.106689	 -0.190840	
565296	 26932	 -0.114014	 -0.272949	 -0.251908	
565314	 26933	 0.519043	 -0.148193	 11.603053	
565334	 26934	 0.438965	 0.535400	 9.022901	
565352	 26935	 0.376709	 0.012207	 3.778626	
565370	 26936	 0.167725	 0.031006	 0.091603	
565389	 26937	 0.008789	 0.124023	 3.381679	
565408	 26938	 -0.555420	 -0.741943	 -11.893129	
565427	 26939	 0.656494	 0.354004	 6.374046	
565445	 26940	 -0.326172	 -0.259766	 -9.358779	
565464	 26941	 -0.147217	 0.516357	 -0.015267	
565483	 26942	 0.355957	 -0.214355	 -3.076336	
565501	 26943	 0.001953	 -0.143311	 2.015267	
565520	 26944	 0.389648	 -0.165527	 5.717557	
565539	 26945	 0.028809	 0.006836	 -0.893130	
565558	 26946	 0.141113	 0.694092	 0.106870	
565576	 26947	 -0.062744	 -0.246582	 -4.114504	
565596	 26948	 -0.354736	 -0.139404	 3.091603	
565614	 26949	 -0.291260	 -0.417480	 -0.923664	
565634	 26950	 0.048584	 -0.309814	 0.938931	
565652	 26951	 -1.106201	 -0.325439	 -12.389313	
565670	 26952	 -0.098877	 -0.071777	 -10.160305	
565689	 26953	 0.207031	 0.376221	 -27.778625	
565708	 26954	 -0.625488	 -0.403809	 -52.954197	
565727	 26955	 -0.675537	 -0.372070	 -62.564884	
565745	 26956	 0.105225	 -0.565430	 -68.396950	
567132	 27030	 0.966553	 0.015869	 11.709924	
567150	 27031	 1.413818	 -0.071777	 -4.374046	
567169	 27032	 1.999939	 -0.698242	 -16.152672	
567188	 27033	 -0.439697	 -0.171387	 -42.259541	
567206	 27034	 -0.536133	 -0.616943	 -31.167938	
567225	 27035	 -0.632324	 -0.425049	 -33.007633	
567244	 27036	 0.068359	 0.454102	 -40.427483	
567263	 27037	 -0.314453	 0.076660	 -25.541985	
567281	 27038	 -0.639404	 -0.357178	 -41.625954	
567300	 27039	 -0.335205	 0.132812	 -37.709923	
567319	 27040	 -0.611328	 -0.195068	 -35.625954	
567337	 27041	 0.087646	 -0.366943	 -36.625954	
567356	 27042	 -0.171875	 0.065186	 -31.587786	
567375	 27043	 -0.257324	 -0.080078	 -38.053436	
567394	 27044	 -0.552490	 -0.118164	 -36.389313	
567412	 27045	 -0.327393	 -0.077148	 -40.335876	
567432	 27046	 0.627441	 -0.021240	 -38.641220	
567450	 27047	 -0.139648	 -0.294434	 -51.381680	
567469	 27048	 -0.269775	 -0.572754	 -51.648853	
567487	 27049	 0.511230	 -0.070068	 -47.755726	
567506	 27050	 0.110840	 -0.000732	 -47.160305	
567525	 27051	 0.012207	 0.123047	 -38.793892	
567543	 27052	 -0.972168	 -0.025635	 -22.877863	
567562	 27053	 0.201904	 0.545654	 -7.671756	
567581	 27054	 -0.320801	 -0.254639	 -4.793893	
567600	 27055	 0.144775	 0.116699	 -7.236641	
567618	 27056	 0.050293	 -0.090820	 -1.213740	
567638	 27057	 -0.236084	 0.083252	 -4.503817	
567656	 27058	 0.071777	 -0.019775	 -4.412214	
567674	 27059	 0.082275	 -0.178223	 6.908397	
567694	 27060	 -0.092529	 0.243408	 -4.206107	
